final,all,review_id
4,"[3, 4, 4, 4, 4]",215529
2,"[2, 2, 2, 2, 1]",215530
3,"[3, 3, 4, 2, 4]",215531
3,"[3, 3, 2, 3, 3]",215532
3,"[4, 4, 4, 3, 2]",215533
6,"[6, 5, 6, 5, 6]",215534
3,"[2, 3, 2, 4, 3]",215535
2,"[1, 2, 2, 1, 2]",215536
1,"[1, 1, 1, 1, 1]",215537
4,"[4, 3, 4, 3, 4]",215538
1,"[1, 1, 1, 1, 1]",215539
4,"[4, 2, 6, 6, 3]",215540
1,"[1, 1, 1, 1, 1]",215541
3,"[3, 3, 2, 3, 3]",215542
2,"[1, 2, 2, 3, 1]",215543
4,"[5, 3, 4, 4, 4]",215544
4,"[6, 3, 4, 3, 4]",215545
1,"[1, 1, 1, 1, 1]",215546
1,"[1, 1, 1, 1, 1]",215547
1,"[1, 1, 1, 1, 1]",215548
1,"[1, 1, 1, 1, 1]",215549
4,"[4, 4, 4, 4, 4]",215550
5,"[6, 5, 5, 5, 6]",215551
2,"[2, 2, 2, 3, 1]",215552
1,"[1, 1, 1, 1, 1]",215553
2,"[3, 2, 3, 3, 1]",215554
1,"[1, 1, 1, 1, 1]",215555
1,"[1, 1, 1, 2, 1]",215556
2,"[2, 2, 1, 1, 3]",215557
1,"[1, 1, 1, 1, 1]",215558
2,"[2, 2, 2, 2, 1]",215559
1,"[1, 1, 1, 1, 1]",215560
6,"[5, 5, 6, 6, 6]",215561
1,"[1, 1, 1, 1, 1]",215562
5,"[5, 5, 5, 4, 4]",215563
3,"[3, 3, 5, 3, 2]",215564
4,"[4, 4, 4, 3, 4]",215565
2,"[2, 2, 2, 3, 1]",215566
6,"[6, 6, 6, 6, 6]",215567
2,"[2, 2, 2, 3, 2]",215568
5,"[5, 5, 4, 5, 5]",215569
2,"[2, 2, 2, 2, 3]",215570
5,"[4, 4, 5, 4, 6]",215571
1,"[1, 1, 2, 1, 1]",215572
6,"[6, 6, 6, 6, 6]",215573
6,"[6, 6, 5, 6, 6]",215574
1,"[1, 1, 1, 1, 1]",215575
1,"[-1, -1, -1, -1, 1]",215576
3,"[2, 3, 4, 2, 3]",215577
1,"[1, 1, 1, 1, 1]",215578
3,"[3, 3, 4, 3, 4]",215579
1,"[1, 2, 1, 1, 1]",215580
1,"[1, 1, 1, 1, 1]",215581
3,"[3, 3, 2, 3, 3]",215582
4,"[3, 4, 5, 4, 4]",215583
2,"[3, 2, 2, 2, 1]",215584
5,"[6, 4, 4, 6, 4]",215585
6,"[5, 5, 6, 6, 6]",215586
3,"[3, 2, 3, 3, 3]",215587
3,"[3, 3, 2, 3, 2]",215588
3,"[4, 2, 5, 3, 1]",215589
1,"[1, 1, 1, 1, 1]",215590
2,"[2, 2, 3, 3, 2]",215591
2,"[-1, -1, 0, 5, -1]",215592
1,"[1, 1, 1, 1, 1]",215593
1,"[1, 1, 1, 1, 1]",215594
1,"[2, 1, 2, 1, 1]",215595
1,"[1, 1, 1, 2, 1]",215596
3,"[2, 1, 5, -1, 5]",215597
1,"[1, 2, 1, 2, 1]",215598
1,"[1, 1, 2, 1, 2]",215599
1,"[2, 1, 1, 1, 1]",215600
3,"[2, 5, 2, 3, 2]",215601
3,"[4, 4, 3, 3, 3]",215602
2,"[2, 1, 2, 2, 2]",215603
1,"[1, 2, 2, 1, 1]",215604
3,"[2, 3, 3, 3, 3]",215605
5,"[5, 5, 5, 5, 5]",215606
3,"[3, 2, 2, 3, 3]",215607
3,"[3, 3, 3, 3, 2]",215608
3,"[3, 4, 3, 3, 3]",215609
1,"[1, 1, 1, 1, 1]",215610
1,"[1, 1, 1, 1, 1]",215611
1,"[1, 1, 1, 1, 1]",215612
6,"[6, 6, 6, 6, 6]",215613
3,"[3, 2, 3, 3, 3]",215614
3,"[1, 3, 3, 2, 4]",215615
3,"[3, 3, 4, 3, 4]",215616
2,"[3, 3, 1, 2, 1]",215617
2,"[3, 1, 1, 2, 2]",215618
3,"[3, 3, 3, 4, 3]",215619
1,"[1, 1, 1, 1, 1]",215620
2,"[2, 2, 2, 2, 3]",215621
6,"[5, 5, 6, 6, 6]",215622
4,"[3, 4, 3, 3, 5]",215623
1,"[1, 2, 1, 1, 2]",215624
1,"[1, 1, 1, 2, 1]",215625
1,"[1, 1, 1, 1, 1]",215626
1,"[1, 1, 1, 1, 1]",215627
1,"[1, 1, 1, 1, 1]",215628
1,"[2, 1, 1, 1, 2]",215629
4,"[4, 4, 3, 3, 4]",215630
5,"[6, 6, 5, 5, 5]",215631
1,"[1, 1, 1, 1, 1]",215632
1,"[1, 1, 1, 1, 1]",215633
3,"[3, 4, 3, 3, 3]",215634
1,"[2, 1, 1, 1, 1]",215635
4,"[3, 3, 4, 4, 4]",215636
2,"[2, 2, 3, 3, 2]",215637
2,"[1, 3, 2, 2, 2]",215638
3,"[3, 3, 3, 3, 3]",215639
6,"[6, 6, 6, 6, 4]",215640
3,"[2, 3, 2, 3, 3]",215641
1,"[1, 1, 1, 1, 1]",215642
1,"[2, 1, 1, 1, 1]",215643
2,"[3, 2, 2, 2, 2]",215644
1,"[1, 1, 1, 1, 2]",215645
4,"[4, 3, 5, 4, 5]",215646
1,"[2, 1, 1, 1, 1]",215647
1,"[2, 1, 2, 1, 1]",215648
2,"[2, 2, 1, 3, 3]",215649
2,"[1, 2, 2, 2, 2]",215650
1,"[1, 1, 1, 1, 1]",215651
1,"[1, 1, 1, 1, 1]",215652
2,"[1, 2, 1, 1, 3]",215653
2,"[1, 3, 2, 1, 1]",215654
1,"[1, 1, 1, 1, 3]",215655
2,"[2, 3, 1, 1, 2]",215656
1,"[1, 1, 1, 1, 1]",215657
1,"[1, 1, 1, 1, 1]",215658
1,"[1, 1, 1, 1, 1]",215659
1,"[1, 1, 1, 1, 1]",215660
1,"[1, 1, 1, 1, 1]",215661
1,"[1, 1, 2, 1, 1]",215662
1,"[1, 1, 1, 1, 1]",215663
1,"[1, 1, 1, 1, 1]",215664
1,"[1, 1, 1, 1, 1]",215665
1,"[1, 2, 1, 1, 1]",215666
1,"[1, 1, 1, 1, 1]",215667
2,"[1, 2, 1, 2, 2]",215668
2,"[2, 3, 1, 3, 2]",215669
1,"[1, 1, 1, 1, 1]",215670
3,"[3, 3, 3, 2, 3]",215671
2,"[3, 3, 2, 2, 2]",215672
2,"[1, 2, 1, 2, 2]",215673
1,"[1, 1, 1, 1, 1]",215674
1,"[1, 1, 1, 1, 1]",215675
2,"[2, 1, 2, 5, 1]",215676
1,"[1, 1, 1, 1, 1]",215677
1,"[1, 1, 1, 1, 1]",215678
2,"[3, 2, 1, 2, 1]",215679
2,"[2, 2, 2, 2, 1]",215680
3,"[4, 4, 3, 3, 3]",215681
1,"[1, 1, 1, 1, 1]",215682
6,"[5, 6, 6, 6, 6]",215683
2,"[1, 1, 2, 1, 3]",215684
1,"[1, 1, 1, 1, 1]",215685
2,"[3, 1, 3, 2, 3]",215686
1,"[1, 1, 1, 1, 1]",215687
4,"[3, 4, 4, 4, 3]",215688
3,"[2, 2, 4, 3, 2]",215689
5,"[4, 4, 5, 5, 6]",215690
4,"[2, 4, 5, 4, 4]",215691
1,"[1, 1, 1, 1, 1]",215692
3,"[3, 3, 3, 3, 3]",215693
1,"[1, 1, 1, 1, 1]",215694
5,"[4, 5, 4, 5, 6]",215695
2,"[2, 3, 3, 2, 2]",215696
1,"[1, 1, 1, 1, 1]",215697
1,"[1, 1, 1, 1, 1]",215698
1,"[2, 1, 1, 1, 2]",215699
2,"[2, 3, 3, 1, 1]",215700
2,"[1, 2, 3, 1, 2]",215701
2,"[2, 3, 2, 1, 3]",215702
1,"[1, 1, 2, 1, 1]",215703
1,"[1, 1, 1, 1, 1]",215704
3,"[3, 4, 3, 3, 2]",215705
2,"[2, 2, 2, 3, 3]",215706
3,"[1, 5, 5, 1, 2]",215707
1,"[1, 1, 1, 1, 1]",215708
3,"[1, 4, 5, -1, 1]",215709
1,"[1, 1, 1, 1, 1]",215710
1,"[1, 3, 1, 1, 1]",215711
1,"[1, 2, 1, 1, 1]",215712
1,"[2, 1, 1, 1, 1]",215713
1,"[1, 1, 1, 1, 1]",215714
2,"[2, 2, 2, 3, 3]",215715
4,"[5, 3, 4, 6, 4]",215716
2,"[1, 2, 3, 1, 3]",215717
1,"[2, 1, 1, 2, 1]",215718
1,"[1, 1, 1, 1, 1]",215719
3,"[3, 3, 3, 3, 4]",215720
4,"[6, 3, 3, 5, 4]",215721
1,"[1, 1, 1, 2, 1]",215722
1,"[1, 1, 1, 1, 1]",215723
3,"[3, 3, 3, 3, 3]",215724
1,"[1, 1, 1, 1, 1]",215725
1,"[1, 1, 1, 1, 1]",215726
1,"[3, 1, 1, 1, 1]",215727
2,"[2, 1, 1, 2, 2]",215728
1,"[1, 1, 1, 1, 1]",215729
2,"[2, 2, 2, 2, 2]",215730
1,"[2, 1, 2, 1, 1]",215731
1,"[1, 1, 1, 1, 1]",215732
1,"[1, 1, 1, 1, 2]",215733
1,"[1, 1, 1, 1, 1]",215734
1,"[1, 1, 1, 1, 1]",215735
6,"[6, 6, 6, 6, 6]",215736
1,"[1, 1, 1, 1, 1]",215737
2,"[2, 2, 3, 2, 2]",215738
2,"[3, 2, 1, 1, 2]",215739
1,"[1, 1, 1, 1, 1]",215740
1,"[1, 1, 1, 1, 1]",215741
1,"[2, 1, 2, 1, 1]",215742
1,"[3, 1, 1, 1, 1]",215743
1,"[1, 1, 1, 1, 1]",215744
2,"[1, 1, 2, 2, 4]",215745
1,"[1, 1, 3, 1, 1]",215746
1,"[1, 1, 1, 1, 1]",215747
2,"[2, 2, 1, 1, 2]",215748
2,"[2, 1, 2, 2, 2]",215749
1,"[1, 1, 1, 1, 2]",215750
3,"[4, 3, 3, 3, 3]",215751
2,"[2, 3, 2, 2, 3]",215752
4,"[3, 4, 4, 4, 4]",215753
2,"[2, 2, 1, 2, 1]",215754
4,"[4, 4, 4, 4, 4]",215755
1,"[1, 1, 1, 1, 1]",215756
3,"[4, 4, 3, 3, 3]",215757
5,"[5, 4, 5, 4, 5]",215758
4,"[4, 4, 4, 3, 5]",215759
1,"[2, 1, 2, 1, 1]",215760
3,"[2, 2, 3, 3, 4]",215761
1,"[1, 1, 1, 1, 1]",215762
3,"[3, 3, 2, 2, 4]",215763
4,"[4, 4, 3, 3, 4]",215764
1,"[1, 2, 1, 1, 2]",215765
1,"[2, 1, 1, 1, 1]",215766
3,"[3, 3, 3, 4, 3]",215767
3,"[4, 3, 3, 2, 2]",215768
2,"[2, 1, 3, 2, 2]",215769
4,"[3, 4, 4, 5, 6]",215770
1,"[1, 1, 1, 1, 1]",215771
3,"[2, 3, 2, 4, 3]",215772
2,"[2, 2, 3, 2, 2]",215773
2,"[2, 2, 1, 3, 3]",215774
1,"[1, 1, 1, 1, 1]",215775
2,"[1, 2, 2, 3, 2]",215776
3,"[3, 3, 3, 2, 3]",215777
1,"[1, 1, 1, 1, 1]",215778
4,"[4, 4, 3, 3, 4]",215779
4,"[3, 5, 5, 3, 5]",215780
1,"[2, 1, 1, 2, 1]",215781
1,"[1, 1, 1, 1, 2]",215782
1,"[1, 1, 1, 1, 1]",215783
1,"[1, 1, 1, 1, 1]",215784
2,"[2, 2, 2, 3, 3]",215785
1,"[1, 1, 2, 2, 1]",215786
2,"[3, 2, 2, 1, 2]",215787
1,"[1, 2, 1, 1, 1]",215788
4,"[5, 3, 3, 4, 4]",215789
4,"[4, 4, 4, 6, 4]",215790
1,"[1, 1, 1, 1, 1]",215791
4,"[3, 5, 4, 3, 3]",215792
2,"[1, -1, 1, 5, 1]",215793
3,"[2, 3, 3, 3, 3]",215794
3,"[3, 3, 4, 2, 3]",215795
5,"[4, 6, 5, 3, 5]",215796
1,"[1, 1, 1, 1, 1]",215797
2,"[3, 2, 2, 3, 2]",215798
2,"[2, 2, 2, 2, 2]",215799
3,"[3, 3, 3, 3, 4]",215800
1,"[1, 1, 1, 1, 1]",215801
2,"[2, 2, 2, 2, 1]",215802
3,"[3, 4, 3, 3, 3]",215803
3,"[3, 3, 3, 3, 2]",215804
2,"[2, 3, 2, 2, 3]",215805
2,"[2, 1, 1, 2, 2]",215806
1,"[1, 1, 1, 1, 1]",215807
1,"[1, 1, 2, 1, 1]",215808
1,"[1, 1, 1, 1, 1]",215809
1,"[1, 1, 1, 1, 1]",215810
2,"[2, 2, 1, 2, 3]",215811
2,"[2, 2, 4, 2, 2]",215812
2,"[2, 2, 2, 1, 2]",215813
2,"[2, 2, 3, 2, 3]",215814
3,"[3, 3, 2, 3, 2]",215815
1,"[1, 1, 1, 1, 1]",215816
2,"[2, 1, 2, 2, 2]",215817
2,"[3, 2, 2, 2, 3]",215818
3,"[2, 3, 3, 3, 2]",215819
2,"[1, 3, 2, 1, 2]",215820
6,"[6, 6, 6, 6, 5]",215821
1,"[1, 1, 2, 1, 2]",215822
4,"[3, 4, 6, 4, 3]",215823
1,"[1, 1, 1, 1, 1]",215824
3,"[3, 2, 2, 2, 4]",215825
4,"[4, 3, 3, 4, 4]",215826
2,"[3, 2, 2, 1, 2]",215827
3,"[3, 4, 4, 3, 3]",215828
1,"[1, 1, 1, 1, 1]",215829
1,"[1, 1, 1, 1, 1]",215830
1,"[1, 1, 1, 1, 2]",215831
1,"[1, 1, 1, 2, 2]",215832
1,"[1, 1, 1, 1, 1]",215833
6,"[6, 5, 6, 6, 6]",215834
1,"[1, 1, 1, 1, 1]",215835
2,"[1, 1, 3, 3, 1]",215836
1,"[1, 1, 1, 1, 1]",215837
1,"[1, 1, 1, 1, 1]",215838
2,"[3, 2, 3, 2, 2]",215839
3,"[3, 4, 2, 3, 3]",215840
3,"[3, 3, 3, 4, 3]",215841
4,"[4, 3, 3, 4, 4]",215842
5,"[6, 4, 6, 5, 5]",215843
4,"[4, 3, 3, 4, 5]",215844
1,"[1, 1, 1, 1, 1]",215845
1,"[1, 1, 1, 1, 1]",215846
2,"[1, 2, 3, 2, 2]",215847
1,"[1, 1, 1, 1, 1]",215848
1,"[1, 1, 1, 3, 1]",215849
1,"[1, 1, 1, 1, 1]",215850
3,"[3, 2, 3, 2, 3]",215851
1,"[1, 1, 1, 1, 1]",215852
1,"[1, 1, 1, 1, 1]",215853
2,"[2, 2, 2, 2, 1]",215854
1,"[1, 1, 1, 1, 1]",215855
4,"[3, 6, 4, 4, 4]",215856
1,"[1, 1, 1, 1, 1]",215857
3,"[3, 3, 3, 4, 3]",215858
4,"[4, 4, 4, 4, 5]",215859
2,"[2, 3, 1, 1, 4]",215860
4,"[4, 4, 3, 3, 4]",215861
1,"[1, 1, 1, 1, 1]",215862
2,"[1, 1, 2, 3, 1]",215863
1,"[1, 1, 1, 1, 2]",215864
4,"[5, 4, 4, 3, 4]",215865
2,"[3, 3, 1, 2, 2]",215866
2,"[1, 3, 3, 2, 2]",215867
5,"[6, 6, 3, 4, 6]",215868
2,"[3, 1, 2, 2, 1]",215869
3,"[3, 3, 3, 4, 3]",215870
1,"[1, 1, 1, 1, 1]",215871
3,"[3, 3, 5, 2, 4]",215872
3,"[4, 4, 3, 3, 3]",215873
1,"[1, 1, 1, 1, 1]",215874
2,"[1, 1, 1, 3, 2]",215875
2,"[3, 2, 1, 2, 2]",215876
1,"[1, 1, 1, 1, 1]",215877
1,"[1, 1, 1, 1, 1]",215878
6,"[6, 6, 4, 6, 6]",215879
1,"[1, 2, 1, 1, 2]",215880
1,"[1, 1, 1, 2, 1]",215881
3,"[3, 2, 2, 4, 5]",215882
2,"[2, 1, 2, 2, 1]",215883
1,"[1, 1, 1, 1, 1]",215884
2,"[1, 2, 2, 1, 2]",215885
1,"[1, 1, 1, 1, 1]",215886
3,"[3, 3, 2, 3, 3]",215887
2,"[3, 2, 1, 2, 2]",215888
3,"[3, 3, 3, 2, 3]",215889
1,"[1, 1, 1, 1, 1]",215890
4,"[4, 4, 4, 4, 3]",215891
1,"[1, 1, 1, 2, 1]",215892
4,"[7, 3, 4, 4, 4]",215893
1,"[1, 1, 1, 1, 1]",215894
1,"[1, 1, 1, 1, 1]",215895
3,"[3, 3, 2, 3, 3]",215896
1,"[1, 1, 1, 1, 1]",215897
2,"[2, 2, 2, 2, 2]",215898
3,"[2, 3, 3, 3, 4]",215899
1,"[2, 1, 2, 1, 1]",215900
1,"[-1, -1, 1, -1, 1]",215901
5,"[5, 5, 5, 5, 5]",215902
2,"[1, 1, 1, 4, 1]",215903
4,"[3, 5, 5, 4, 5]",215904
4,"[3, 4, 5, 4, 4]",215905
4,"[3, 4, 5, 4, 4]",215906
5,"[6, 4, 4, 4, 5]",215907
2,"[2, 1, 1, 2, 2]",215908
1,"[1, 1, 1, 1, 2]",215909
4,"[3, 4, 4, 4, 4]",215910
3,"[3, 2, 2, 3, 3]",215911
1,"[1, 1, 1, 1, 2]",215912
2,"[1, 1, 3, 2, 2]",215913
2,"[2, 3, 2, 3, 2]",215914
2,"[2, 1, 2, 2, 2]",215915
5,"[6, 4, 4, 5, 5]",215916
1,"[1, 1, 2, 1, 1]",215917
1,"[1, 1, 1, 1, 1]",215918
3,"[2, 2, 3, 4, 3]",215919
2,"[3, 2, 3, 2, 2]",215920
6,"[6, 6, 7, 7, 6]",215921
4,"[5, 3, 5, 5, 4]",215922
6,"[6, 6, 6, 6, 6]",215923
3,"[3, 3, 3, 3, 4]",215924
1,"[1, 1, 1, 1, 1]",215925
2,"[1, 2, 2, 1, 3]",215926
5,"[5, 5, 5, 5, 5]",215927
1,"[1, 1, 1, 1, 1]",215928
3,"[1, 1, 8, 1, 6]",215929
8,"[7, 8, 8, 7, 8]",215930
2,"[1, 3, 2, 2, 2]",215931
1,"[1, 2, 1, 1, 1]",215932
1,"[2, 1, 1, 1, 1]",215933
2,"[1, 2, 1, 3, 1]",215934
5,"[5, 4, 5, 5, 5]",215935
2,"[2, 2, 3, 1, 2]",215936
2,"[3, 2, 2, 2, 2]",215937
1,"[1, 1, 1, 1, 1]",215938
1,"[1, 1, 1, 1, 1]",215939
4,"[4, 3, 6, 6, 2]",215940
5,"[5, 4, 5, 4, 6]",215941
2,"[3, 2, 1, 1, 1]",215942
3,"[2, 3, 2, 2, 4]",215943
2,"[2, 1, 2, 2, 2]",215944
1,"[1, 1, 1, 1, 1]",215945
3,"[3, 3, 3, 3, 3]",215946
6,"[6, 6, 6, 6, 6]",215947
3,"[2, 3, 3, 3, 4]",215948
1,"[1, 2, 1, 1, 1]",215949
2,"[1, 2, 2, 2, 1]",215950
1,"[1, 1, 1, 1, 2]",215951
1,"[1, 1, 1, 1, 2]",215952
1,"[1, 1, 1, 1, 1]",215953
3,"[3, 3, 3, 3, 3]",215954
1,"[1, 1, 1, 2, 1]",215955
1,"[1, 1, 1, 1, 1]",215956
1,"[1, 1, 1, 1, 1]",215957
1,"[1, 1, 2, 2, 1]",215958
1,"[2, 1, 1, 1, 1]",215959
2,"[2, 2, 2, 3, 2]",215960
5,"[5, 4, 4, 5, 5]",215961
4,"[4, 4, 6, 4, 3]",215962
3,"[3, 3, 3, 3, 3]",215963
2,"[2, 2, 2, 2, 2]",215964
3,"[3, 3, 4, 3, 4]",215965
1,"[1, 1, 1, 1, 1]",215966
2,"[2, 2, 2, 2, 2]",215967
4,"[4, 3, 4, 4, 4]",215968
1,"[1, 1, 1, 1, 1]",215969
2,"[1, 2, 2, 2, 1]",215970
2,"[3, 2, 3, 2, 1]",215971
3,"[2, 4, 2, 2, 3]",215972
1,"[1, 2, 1, 2, 1]",215973
2,"[2, 1, 1, 2, 3]",215974
3,"[1, 5, 3, 5, 1]",215975
2,"[2, 2, 1, 2, 1]",215976
3,"[3, 4, 3, 3, 3]",215977
1,"[1, 2, 1, 1, 2]",215978
5,"[5, 7, 4, 6, 3]",215979
3,"[2, 3, 2, 4, 3]",215980
1,"[2, 1, 1, 1, 1]",215981
4,"[3, 6, 5, 3, 3]",215982
6,"[5, 5, 6, 6, 6]",215983
1,"[1, 1, 1, 1, 1]",215984
-1,[],215985
4,"[4, 4, 4, 4, 4]",215986
2,"[2, 2, 3, 3, 2]",215987
1,"[1, 1, 1, 1, 1]",215988
3,"[3, 2, 3, 3, 3]",215989
1,"[1, 1, 1, 1, 1]",215990
1,"[1, 1, 1, 1, 1]",215991
4,"[4, 4, 4, 3, 3]",215992
1,"[1, 2, 1, 2, 1]",215993
1,"[1, 1, 1, 1, 1]",215994
1,"[1, 1, 1, 1, 1]",215995
3,"[3, 2, 3, 3, 3]",215996
4,"[2, 5, 1, 5, 5]",215997
1,"[1, 1, 1, 1, 1]",215998
1,"[2, 1, 1, 2, 1]",215999
2,"[1, 2, 2, 2, 1]",216000
1,"[1, 1, 1, 1, 1]",216001
1,"[1, 1, 1, 1, 1]",216002
1,"[1, 1, 1, 1, 1]",216003
3,"[4, 3, 3, 3, 3]",216004
1,"[1, 1, 1, 1, 1]",216005
1,"[1, 1, 1, 1, 1]",216006
2,"[1, 3, 1, 2, 2]",216007
1,"[1, 1, 2, 2, 1]",216008
4,"[4, 4, 3, 3, 4]",216009
2,"[2, 1, 1, 3, 1]",216010
1,"[1, 1, 1, 1, 2]",216011
1,"[1, 1, 1, 1, 1]",216012
2,"[2, 2, 1, 2, 2]",216013
2,"[1, 2, 3, 2, 1]",216014
1,"[1, 1, 1, 1, 1]",216015
4,"[4, 4, 3, 4, 4]",216016
3,"[3, 3, 2, 3, 2]",216017
4,"[4, 4, 3, 4, 4]",216018
3,"[3, 3, 3, 2, 3]",216019
3,"[3, 4, 3, 3, 3]",216020
1,"[2, 1, 1, 1, 1]",216021
1,"[1, 1, 1, 1, 1]",216022
6,"[6, 6, 6, 6, 6]",216023
1,"[1, 1, 3, 1, 1]",216024
4,"[4, 4, 4, 4, 5]",216025
2,"[3, 2, 2, 2, 3]",216026
1,"[1, 1, 1, 1, 1]",216027
4,"[4, 3, 4, 3, 4]",216028
3,"[3, 3, 2, 3, 3]",216029
1,"[1, 1, 1, 3, 1]",216030
1,"[1, 1, 1, 1, 1]",216031
4,"[3, 4, 3, 6, 3]",216032
3,"[3, 3, 3, 4, 4]",216033
4,"[4, 4, 4, 4, 3]",216034
1,"[1, 2, 1, 2, 1]",216035
4,"[4, 4, 4, 6, 4]",216036
2,"[2, 3, 2, 2, 2]",216037
2,"[2, 2, 3, 2, 2]",216038
3,"[5, 1, 5, 1, 1]",216039
2,"[1, -1, 3, 5, 1]",216040
1,"[1, 1, 1, 1, 1]",216041
4,"[4, 4, 5, 4, 4]",216042
2,"[2, 2, 2, 2, 2]",216043
5,"[5, 5, 5, 6, 5]",216044
1,"[1, 1, 1, 1, 1]",216045
3,"[3, 3, 3, 3, 2]",216046
4,"[4, 4, 4, 3, 4]",216047
2,"[1, 5, 2, 1, 1]",216048
3,"[3, 3, 3, 4, 3]",216049
2,"[2, 1, 2, 2, 1]",216050
4,"[4, 3, 5, 4, 4]",216051
3,"[3, 5, 3, 3, 3]",216052
1,"[1, 2, 1, 2, 1]",216053
1,"[1, 1, 1, 1, 1]",216054
4,"[4, 4, 4, 3, 4]",216055
6,"[6, 6, 6, 6, 6]",216056
3,"[3, 3, 3, 2, 3]",216057
1,"[1, 1, 1, 1, 1]",216058
1,"[1, 1, 1, 1, 1]",216059
2,"[3, 3, 3, 2, 1]",216060
1,"[1, 1, 1, 1, 1]",216061
5,"[5, 4, 5, 4, 5]",216062
4,"[4, 4, 4, 3, 4]",216063
2,"[1, 1, 1, 3, 2]",216064
2,"[1, 2, 2, 2, 3]",216065
1,"[1, 1, 1, 1, 1]",216066
3,"[3, 3, 4, 2, 3]",216067
1,"[1, 1, 1, 1, 1]",216068
6,"[6, 6, 6, 6, 4]",216069
1,"[1, 1, 1, 1, 2]",216070
1,"[1, 2, 1, 1, 1]",216071
1,"[1, 1, 2, 1, 1]",216072
1,"[1, 2, 1, 1, 1]",216073
2,"[2, 3, 2, 2, 1]",216074
1,"[2, 1, 1, 1, 1]",216075
2,"[2, 1, 2, 1, 2]",216076
1,"[1, 1, 2, 1, 2]",216077
4,"[4, 3, 5, 3, 4]",216078
2,"[1, 1, 3, 2, 3]",216079
1,"[1, 1, 1, 1, 1]",216080
1,"[1, 1, 1, 1, 1]",216081
2,"[2, 1, 2, 2, 3]",216082
3,"[2, 2, 4, 3, 2]",216083
1,"[1, 1, 1, 1, 2]",216084
3,"[3, 3, 3, 2, 2]",216085
2,"[1, 2, 2, 1, 2]",216086
2,"[2, 2, 2, 1, 2]",216087
3,"[3, 3, 3, 3, 3]",216088
6,"[6, 6, 6, 6, 6]",216089
3,"[3, 1, 4, 3, 3]",216090
1,"[1, 1, 1, 1, 1]",216091
1,"[1, 1, 1, 1, 1]",216092
3,"[3, 4, 3, 3, 3]",216094
3,"[1, 1, 6, 1, 6]",216095
3,"[3, 2, 3, 4, 4]",216096
1,"[1, 1, 1, 1, 1]",216097
1,"[1, 1, 1, 1, 1]",216098
1,"[1, 2, 1, 2, 1]",216099
4,"[5, 5, 1, 5, -1]",216100
1,"[1, 1, 1, 1, 1]",216101
1,"[1, 1, 1, 1, 1]",216102
1,"[1, 1, 1, 1, 1]",216103
1,"[1, 1, 1, 1, 1]",216104
1,"[1, 1, 1, 1, 1]",216105
3,"[3, 3, 3, 3, 3]",216106
1,"[1, 1, 1, 1, 1]",216107
1,"[1, 1, 1, 1, 1]",216108
1,"[1, 1, 1, 1, 1]",216109
2,"[2, 2, 3, 3, 2]",216110
2,"[1, 3, 1, 2, 3]",216111
3,"[3, 2, 4, 2, 3]",216112
1,"[1, 1, 1, 1, 1]",216113
3,"[3, 4, 3, 2, 3]",216114
2,"[1, 2, 3, 2, 1]",216115
1,"[1, 1, 1, 1, 1]",216116
2,"[2, 2, 1, 1, 2]",216117
4,"[5, 5, 5, 3, 4]",216118
